,review_clean,Word_Count,review_rating,review_datetime_utc
5742,how can i load my sisters number if i am from abroad and dont have a globe number,18,1,2018-06-16T01:52:47.000Z
5743,hindi updated yung mga billers walang sss mas convenient sana kng kumpleto mas kumpleto pa yung 143app xa dpat mas may laman xa kaysa sa dun 143,27,3,2018-06-16T02:48:39.000Z
5749,bakit di po ako makasign up these seems to be a problem  please try again later bakit po ganun yung lumalabas gcash ihope masagot agad to,26,1,2018-06-16T14:42:51.000Z
5751,warning this app is a scam dont u ever use this app or even gcash if u care about ur finances i transfered my money from my paypal account using gcash app and now 0 balance in my paypal and nothing is showing up in my gcash my 6400 php is gone,52,1,2018-06-16T18:00:04.000Z
5753,trying to use it,4,5,2018-06-17T01:41:16.000Z
5754,thanks this app so cool,5,4,2018-06-17T03:20:38.000Z
5755,its great for a very own saving account and load busines but with the physical card and app with the rebate in load i can earn money as a teenager,30,5,2018-06-17T06:33:49.000Z
5756,gcash di ko pa nakukuha yung 50 pesos ang tagal na 5 days na naka limang gamit na sa code ko,21,1,2018-06-17T06:49:19.000Z
5757,masyadong mabagal ang verification nila nagbigay sila ng contact person pero hindi sumsagot kapag chinat na sa messenger poor customer service mas okay pa ang coins ph mas mabilis,29,1,2018-06-17T07:17:01.000Z
5758,this app is very usefull my goodness it is now very easy to pay bills,15,5,2018-06-17T08:18:33.000Z
5763,it good apps that not experience to apps i thing it a good experience for this apps,17,3,2018-06-18T02:13:57.000Z
5765,first time install ko lang nito pag open ko ang dami permissions pg nagdeny ako ng isa d ako mkakaopen sa app scam ata to eh,26,1,2018-06-18T07:37:05.000Z
5766,how can i share tefferal code,6,1,2018-06-18T09:13:27.000Z
5767,maganda sana kaso yung mall like sm department store dito sa dasmarias cavite yung cashier nila kung saan pwede mag gcash di abot ng wifi or hindi abot ng data sa phone so useless hindi din magamit and dito din sa premier plaza sa lucsuhin silang di mo din magamit dahil wala nga signal sa loob ng robinsons market pag walang internet useless,63,3,2018-06-18T09:19:37.000Z
5768,i hate this app there so many step you need to do and then end up error or invalid i wasted so much time with this,26,1,2018-06-18T10:34:13.000Z
5775,its ok to pay,4,5,2018-06-18T14:10:03.000Z
5776,hello good day the app wont allow me to habe a pin i tried change pin though i dont have one but its failed it tells me to go to account recovery thus i dont have one it says error  my phone is lg k10 pls help,47,3,2018-06-18T14:24:26.000Z
5781,from 10 rebate down to 5,6,2,2018-06-19T05:57:21.000Z
5782,the old version of this app you can send money through remittance centers and you can cash out on some gcash partners but now the process is even harder than before ive downloaded this app for an easy transactions like receivingsending money fromto my relatives,45,1,2018-06-19T07:32:14.000Z
5783,i cant even register everytime i submit my phone number it keeps saying something went wrong is there any solution,20,1,2018-06-19T08:19:03.000Z
5785,this is a good app my credit card looks like its so many this app is awesome i will never gonna delete this,23,5,2018-06-19T13:26:00.000Z
5786,your ad is all over the places its so annoying will you please stop that ad on youtubepleaaassseeeeeeeeee,18,1,2018-06-20T01:38:33.000Z
5788,cant retrieve my account,4,1,2018-06-20T02:45:30.000Z
5789,i dont like it not even working,7,1,2018-06-20T08:03:30.000Z
5790,globe is always a pain in the as from internet load etc i cash in from paypal to gcash phone app just for testing if its working and its not reflecting on the app i am verified and i received a successful transaction history from paypal on my email i think coinsph is better globe is good at scrwing people and there customer service takes forever,66,1,2018-06-20T08:25:59.000Z
5791,awesome job well done gcash more poweeer,7,5,2018-06-20T08:34:17.000Z
5792,to slow to resolve a problem regarding with debited account worst app,12,1,2018-06-20T08:43:46.000Z
5793,bkit d aq mka download,5,1,2018-06-20T09:47:09.000Z
5794,i love it but i forgot my mpin ,8,5,2018-06-20T10:24:32.000Z
5796,hey ask lng po kung bkt dd ako makabili ng smart load,12,4,2018-06-20T13:43:31.000Z
5798,2 days na po di pa rin naveverify account ko di ako makasettle ng payments ko please fix this nakapagcash in na po ako,24,2,2018-06-21T00:44:36.000Z
5801,pngatlng download k nto pag dating ng 99 nag error bwctkau kng d nyo kyng ayusin gnyang mga isyo please dglin nyo n ung gcash wlng silbi bwcit,28,1,2018-06-21T06:23:07.000Z
5802,hnd ko marecover gcash account ko naka lock,8,1,2018-06-21T07:29:08.000Z
5808,can give more load,4,5,2018-06-21T12:17:31.000Z
5809,useful app and very good service,6,5,2018-06-21T12:36:18.000Z
5810,i think it would be a good app to use,10,5,2018-06-21T14:40:12.000Z
5811,great app i can buy load send money shop online and pay bills anytime and anywhere ,16,5,2018-06-21T15:00:30.000Z
5813,i dont know what happened but i can no longer refer a friend it always says that something went wrong everytime i refer it to my friends please please fix this,31,2,2018-06-21T15:41:12.000Z
5814,its good and easy time use,6,3,2018-06-21T22:45:06.000Z
5817,i couldnt find my device in app my device is nokia xl what should i do,16,3,2018-06-22T02:47:32.000Z
5818,i forgot my password  i have 2500 pesos in there can you please fix it ,15,3,2018-06-22T03:27:05.000Z
5819,i forgot my mpin because they want you to change your mpin everytime you forgot to sign out in gcash app then when i tried to recover it they gave me a tempory mpin valid in 5min i have a work too i cant manage my account as early as 5min they want you to make it fast as you can but when you contact the gcash care gcash support gcash verification it takes 5days or 1 month to reply your request  dont waste your time in here you cant verify your account easily cause until now the gcash video call verif page never reply my request gcash care reply you in a month gcash to gtrash,117,1,2018-06-22T03:45:58.000Z
5820,ive been to 3 globe store to verify my account but they always say that system is down,18,1,2018-06-22T04:35:48.000Z
5822,this apps makes me convenient,5,5,2018-06-22T06:53:56.000Z
5826,super duper easy to use,5,5,2018-06-22T09:53:24.000Z
5828,i try to download it and register a referral code from gswitch that says it will give 50 pesos but it didnt credited until now its been 10 days,29,1,2018-06-22T11:37:47.000Z
5829,hey gcash uhm may isasabi po ako bakit nung nka enter ako sa referral program nyu nka get ako ng 50pesos at nagpa pasa ako sa mama ko ng 50pesos tpus nag pinsahan ko ng 50 yung friend ko bakit 500 nlng natira pwede po ba pakibalik ng 50 ko plss po,52,1,2018-06-22T13:36:29.000Z
5830,why rebates become half percentage now,6,5,2018-06-22T13:37:57.000Z
5839,worst app ever like f trash dumb people ho created this the worst appp if isaw the creator i wod be happy to ask them your app is trash,29,1,2018-06-23T02:46:31.000Z
5840,my account is error mpin slow services not working app,10,1,2018-06-23T03:45:45.000Z
5841,very useful good job,4,5,2018-06-23T04:10:24.000Z
5842,ita covenient way to manage your gcash account,8,5,2018-06-23T04:52:29.000Z
5843,wont even let me register my number and customer service is bad wont even reply to my concern typical globe,20,1,2018-06-23T05:38:26.000Z
5844,it has good reviews,4,4,2018-06-23T05:41:05.000Z
5845,i used paypal to cash in to my gcash account it said transaction complete but i received an sms that it cannot be done and it was not credited to my gcash already messaged gcadh care no reply what the hell is this i want my money back walang kwenta services nyo di maayos,54,1,2018-06-23T06:32:50.000Z
5849,ok sana kaso laging pagmaloload ng ibang network laging ang tagal tagal inaabot ng 1 hour mahigit,17,3,2018-06-23T11:51:41.000Z
5850,any ganda tlaga nito,4,5,2018-06-23T12:32:07.000Z
5851,im having a problem with activating my number to gcash it says opss there is a problem please try again later something like this im kind of confused how to use gcash or get rid of the error message can you help me about this     thank you,47,5,2018-06-23T13:20:59.000Z
5852,i think its good,4,5,2018-06-23T14:35:09.000Z
5854,sino po gusto ng work from homedollars po ang kitaan pm me directly  legitkahit magsearch kapa,16,5,2018-06-23T17:59:33.000Z
5858,there is no recovery for locked account ,7,1,2018-06-24T03:23:44.000Z
5859,walang kwentang customer care service nalock account ko tinawagan ko yung gcash walang tulong walang instruction kung pano maayos yung nalock ko na account wala manlang tauhan ng gcash ang pwede sumagot,32,1,2018-06-24T06:10:03.000Z
5860,it is good app i love it,7,5,2018-06-24T06:24:55.000Z
5867,how to pay examination fee to prc using gcash hehe,10,3,2018-06-24T13:58:09.000Z
5868,how can we get mpin i already register but when i open my gcash app it says enter your mpin but i dont know where to get it pls help,30,2,2018-06-24T18:04:52.000Z
5870,im updating my information to verify my account but still status is submittingcan you help me with this process to continue to verify my account,25,1,2018-06-25T02:47:48.000Z
5871,i cant open the app so noob i report it if you dont fixe it so noob idiot,18,1,2018-06-25T02:50:21.000Z
5872,i can try this app,5,4,2018-06-25T04:58:11.000Z
5873,very useful easy to use,5,5,2018-06-25T10:05:04.000Z
5875,every time i go to 7eleven they always say that their server cant do cash in for gcash accounts hayzz,20,3,2018-06-25T17:16:33.000Z
5876,di kase ako makapag sign up hinahanap ko yung register wala paki fixed naman salamat,15,2,2018-06-26T00:57:07.000Z
5880,i already registered on the gcash app but i still didnt receive the 50 pesos reward why is that,19,3,2018-06-26T02:21:37.000Z
5881,gcash manloloko putang ina mo install daw tapos may makukuhang 50pesos nagbigay pa kayu code tapos di naman makukuha tae kayu para lang may may download kaya niloloki nyo mga tao scammer kayu,33,1,2018-06-26T04:43:35.000Z
5884,i can easily check my balance and send money or load the app is very useful,16,5,2018-06-26T06:25:00.000Z
5885,apps like this are convenient if you live in a country where the technology is up to date here in the philippines apps like this are useless coz they are like 20 years behind on technology examplethe majority of atms dont even take a bank or credit card with a chip on it it simply refuses coz the atm machines are too old the wifi in most shopping malls are way too slow too use apps like this nice try but i will use it 20 years from now hopefully the phillippine technology is up to par by than,99,1,2018-06-26T07:43:09.000Z
5888,nice app very useful,4,5,2018-06-26T10:23:48.000Z
5890,i love the app,4,5,2018-06-26T11:08:58.000Z
5891,why i cant registerits say there is something happen comeback later i hate it,14,2,2018-06-26T11:19:02.000Z
5892,i cannot use the application it says unable to connect to server ive already reinstall the app several times,19,1,2018-06-26T11:48:29.000Z
5895,sira ulo dito tinangap ng 7 eleven nag confirm tapos sakanila hindi pumasok 1month mahigit na hindi pa din na reresolve yung sinasabi nilang 23working days pera ko balik niyo hoy,31,1,2018-06-26T13:18:46.000Z
5896,how to get mpin,4,5,2018-06-26T13:22:10.000Z
5899,why i cant log in even do i tried a lot of pin no ill already knew my pin but now i cant access my gscash acct,27,1,2018-06-26T14:47:18.000Z
5900,i dont really like the verifying thing here its so complicated not useful if they not gonna reply quick hated this app  and i think another app in another country is very usefull than this cause i dont really have a time here in the philippines to wait them to reply me on messenger very disappointed ,56,1,2018-06-27T00:45:11.000Z
5901,i really like the app avtually im using gcash in selling mobile loads but may i suggest can you plz add p10 and p20 load when i need to load a smart number i hope you guys will consider this idea it will bemore helpful to some sellers thankz andmore power,51,4,2018-06-27T01:43:49.000Z
5904,ano ba yang 2882 walang bang maka usap jan wala aking mpin,12,1,2018-06-27T05:21:01.000Z
5905,thank you gcash for having this kind of service,9,5,2018-06-27T05:28:02.000Z
5906,oh yes meron na akong 20pesos galing sa gcash thank you gcash,12,5,2018-06-27T08:03:42.000Z
5908,ok sya  panalong panalo m ,5,5,2018-06-27T08:20:38.000Z
5909,it is a good for those people who are busy they can pay bills easily,15,5,2018-06-27T09:58:52.000Z
5912,very easy and convenient to usetwo thumbs up,8,5,2018-06-27T11:41:58.000Z
5913,wheres the free p50 load,5,1,2018-06-27T11:57:28.000Z
5914,i was confirming to send load to someone but the applicqtion hangs and the load sent was tripled the amount,20,1,2018-06-27T11:59:41.000Z
5915,its very fantastic and so so great great job i give you 5 star,14,5,2018-06-27T12:14:14.000Z
5919,i love this always it can help us in good way,11,5,2018-06-27T21:47:01.000Z
5920,did not work fake aps,5,1,2018-06-28T00:36:01.000Z
5921,very useful app i love gcash it helps me alot,10,5,2018-06-28T01:29:20.000Z
5922,keep up the good service,5,5,2018-06-28T03:18:53.000Z
5925,thank you in this app,5,5,2018-06-28T05:51:35.000Z
5926,i hope having bitcoin wallet is also possible in this app,11,5,2018-06-28T06:04:00.000Z
5929,gcash having some trouble with authentication pls help i already type the correct authentication code but still it says that incorrect ac whats wrong,24,3,2018-06-28T10:17:20.000Z
5930,i like it very much,5,5,2018-06-28T11:15:03.000Z
5931,its sad that you removed home credit and cignal from billers,11,3,2018-06-28T11:42:26.000Z
5933,ang bagal nang response nila hnde agad managssent ang code nakailang try nko,13,1,2018-06-28T13:17:38.000Z
5935,very convenient makes my payment and savings more easier,9,5,2018-06-28T14:01:30.000Z
5937,it couldnt help how can i unlock my account theres no way out how to fix easy problem better not to use this unsupported thanks,25,1,2018-06-28T17:11:24.000Z
5938,good thing you can register to gcash using your smart sim pero ang kyc ang tagaaaall kaya 3 star ka muna,21,3,2018-06-28T18:10:50.000Z
5939,this app is great but i would like to ask some assistance regarding my gcash wallet it was being locked i would like to ask how to unlocked my gcash wallet thank you,33,3,2018-06-29T01:58:10.000Z
5941,i still get an error message once i confirm my transfer from rcbc to gcash emailed your support team and gcash care but the steps doesnt work,27,1,2018-06-29T02:59:16.000Z
5946,i just want to have an easy transaction using gcash,10,5,2018-06-29T07:41:10.000Z
5947,its easy and fast transaction,5,5,2018-06-29T08:44:44.000Z
5950,this is the most inconvenient company for any business you have i posted a payment using this and it should only take one business day yet it is more than 2 business days and nothing was posted i keep emailing on their support but all i get is an automated message saying that they will get back to me tried calling their hotline but youll be on the queue for more than an our this is suppose to ease our life but it happens to be a very inconvenient and burden at all doing transactions with this company i need my money refunded cancel the payment as it will take more than the stated and expected posting time frame i need my 11983 pesos cancel the payment and i will pay it my self you are the worst company that philippines will keep suffering from soon enough your company shall vanish and never stand again from being a internet service provider postpaid prepaid and this rubbish app you are the most exaggeration of worst you are considered theft theft of time beautiful life and resources,185,1,2018-06-29T10:25:35.000Z
5952,i think its good for me,6,3,2018-06-30T00:15:53.000Z
5953,thank you gcash napakaconvenient sa gaya kong globe postpaid customer good job sana tumaas gcredit ko,16,5,2018-06-30T01:06:44.000Z
5954,its a very good app you can easily pay bills without hassle,12,5,2018-06-30T01:21:58.000Z
5955,this can help me buy loadsend money especially paying bills,10,5,2018-06-30T02:13:30.000Z
5956,ilove gcash mabilis at maasahan un nga lng minsan nag eerror din mga transaction keep up the good work,19,5,2018-06-30T04:01:36.000Z
5958,i was going to use my gcash to pay for my microsoft 365 and adobe creative cloud subscription but both transactions were cancelled due to globe being on effing maintenance with no effing notice update its practically useless it doesnt even work on uber or grab taxi you get debited but any payment processing doesnt work,56,5,2018-06-30T04:48:09.000Z
5959,most definitely an amazing app for a prepaid account not to mention their new feature gcredit it sure is great to have an extra option to complete my purchases ,29,5,2018-06-30T07:48:55.000Z
5960,mabilis maasasahan hasle free love the way to pay gcash mo na yan,13,5,2018-06-30T07:58:17.000Z
5962,hindi pa po na verify yung account ko po,9,4,2018-06-30T10:43:50.000Z
5963,gcash app is not workingyou need to register again and again fix the bug,14,1,2018-06-30T11:27:58.000Z
5964,bakit hanggang ngyn hindi pa na verify ang account ko,10,1,2018-06-30T12:16:07.000Z
5967,why does the qr code does not work it keeps saying oops qr code does note exist,17,3,2018-06-30T13:53:19.000Z
5970,im really happy about this app,6,4,2018-06-30T17:01:19.000Z
5971,i can use this apps cannot allowed,7,1,2018-06-30T19:42:29.000Z
5973,why im still in beta,5,5,2018-06-30T23:18:29.000Z
5976,2 weeks and until now my account hasnt been verified yet i already did the verification process thrice,18,2,2018-07-01T06:12:50.000Z
5977,it didnt accept my valid mobile it always says not valid,11,1,2018-07-01T06:26:35.000Z
5980,i love it so much,5,5,2018-07-01T11:46:39.000Z
5981,this app are tonnaly awesome i buy and hide my money when i want too thanks to this app,19,5,2018-07-01T13:34:52.000Z
5982,fast and easy on every transaction,6,5,2018-07-01T14:38:22.000Z
5984,wouldnt even let me log in,6,1,2018-07-01T20:35:04.000Z
5986,your recent update just broke the app please stop fixing things that arent broken it loads forever on the login screen using an s7 edge,25,1,2018-07-02T01:01:53.000Z
5987,it is good app but lack of loading options like sakto load please add more kind of loading options,19,3,2018-07-02T06:15:28.000Z
5988,very awesome appwe can pay billsbuy loadsend money faster and without hasslethank you gcash,14,5,2018-07-02T06:23:39.000Z
5990,please add a confirmation when buying load in this app i double sent a load because of this lack of confirmation after clicking,23,3,2018-07-02T10:31:45.000Z
5996,bakit parati nlng ooops there is seem to be problem hindi ako makalog in nakakainsulto,15,1,2018-07-03T03:57:45.000Z
6001,i really like it  its just onetap and save money in real time hope it will keep amaze keep it up ,21,5,2018-07-03T12:11:38.000Z
6002,im a new globe subscriber its very hard to use,10,1,2018-07-03T12:41:38.000Z
6003,i dont think so,4,5,2018-07-03T12:49:03.000Z
6004,its good for me,4,4,2018-07-03T13:28:07.000Z
6005,cant use the app after updating it,7,1,2018-07-03T13:39:56.000Z
6006,error in selecting number from contacts when used to send money worker before,13,3,2018-07-03T14:34:02.000Z
6007,gcash is very convenient but in terms of emergency use they are always doing system maintenance and unable to do transactions,21,2,2018-07-03T16:32:45.000Z
6008,i will give 5 star if the gcash wont lock my account geez,13,1,2018-07-03T21:03:50.000Z
6011,i think you should colab with online game companies to make it easier for us gamers purchase items than usual instead of using other mode of payments we can use debit and credit cards associated on our gcash accounts i hope this review should be taken care of by your management thank you,53,3,2018-07-04T04:05:44.000Z
6013,is not useful i cannot open the app please fix the app immediately or asap,15,1,2018-07-04T05:27:32.000Z
6016,useful app less hassle very like this app this app deserve 5 stars and thanks for this,17,5,2018-07-04T14:00:01.000Z
6017,very poor customer service very slow response i have not receive rebate for 1 month and they cannot give me reason why i do not receive,26,1,2018-07-04T14:05:25.000Z
6021,my referral didnt come 6 days from now please fix it,11,2,2018-07-05T09:03:54.000Z
6023,dont know what happend about the authentication code it always say opps sorry your authentication code is wrong something like that i check few times but its always wrong and the message always pop up,35,2,2018-07-05T09:59:47.000Z
6024,hi my number has been temporarily lock and none of you is answering my complains thanks for not doing anything to resolve this,23,1,2018-07-05T10:44:06.000Z
6025,where the 50 pesos,4,1,2018-07-05T12:41:04.000Z
6027,please help me ay forgot my mpin please help me,10,1,2018-07-05T15:37:15.000Z
6028,the service and the app is horrible not helpful i dont recommend it customer service is horrible not available all the time and so much error,26,1,2018-07-05T17:00:44.000Z
6032,its easytouse very convenient,4,5,2018-07-06T01:57:14.000Z
6036,very convenientim glad i have this,6,5,2018-07-06T06:32:46.000Z
6037,on my experience all good hope to make this app our future wallet,13,4,2018-07-06T06:43:25.000Z
6038,the app works really well and very convenient at the same time i just hope there will be more qr partners and a promo for gcash users as well not just new gcash users,34,5,2018-07-06T07:14:38.000Z
6044,what happen to the g cash its under maintenance for to long i cant cash in because of that,19,3,2018-07-06T13:38:28.000Z
6045,after reading all the reviews it turned out the negative outweighs the positive so i am not installing it,19,1,2018-07-06T14:42:13.000Z
6046,very easy to use,4,5,2018-07-07T01:50:46.000Z
6048,di naman ako nag lagay ng mpin e pero naghhanap sila ng mpin hndi ko tuloy mloadan yung sarili ko ,20,1,2018-07-07T04:12:46.000Z
6049,easy and fast transaction,4,5,2018-07-07T08:38:45.000Z
6050,the verification process i am still not verified even ive already submitted all of the requirements,16,1,2018-07-07T12:30:01.000Z
6051,always have an error what a corrupt company who takes away their customer cash and not helpful when they are needed,21,1,2018-07-07T17:29:48.000Z
6052,hi app is so good i always use gcash but one problem is i have 2 paypal accounts and i cant see any option how to link them both so it will be nice if you can make it optional thanks,41,5,2018-07-08T00:05:57.000Z
6056,i referred my friend to gcash and they start an account it says that  refer friends and get 50 but i didnt receive any,24,2,2018-07-08T08:03:36.000Z
6057,why cant i install this on my xiaomi redmi note 4x snapdragon 625 cpu i was able to install previous version but when i tried to update it says your device is not compatible with this version  i tried uninstalling and now i cant install it back on my phone,50,1,2018-07-08T09:49:31.000Z
6059,bkit d q xa m danwload,6,5,2018-07-08T13:50:00.000Z
6061,this app suddenly hangs and tells you that you entered a wrong pin then it locks your account please think it over before using this app,26,1,2018-07-08T15:12:45.000Z
6062,i like this app very much,6,5,2018-07-08T15:28:33.000Z
6064,i havent receive my referral rewards is this a scam,10,1,2018-07-08T22:45:02.000Z
6066,why do i need to have a facebook account to have a g cash account why not link it to my globe number and customer account,26,3,2018-07-09T07:36:16.000Z
6067,limited options and can be improved further,7,4,2018-07-09T09:21:06.000Z
6068,not sure if you guys are hearing my concerns my account name is stanly fillomena and i didnt recieve rewards on my last 3 referrals its been a week already since they signed up ,34,3,2018-07-09T09:31:09.000Z
6071,powerful appsi love it,4,5,2018-07-09T11:13:15.000Z
6072,2x na ako nag submitt for verification ilan days ako nag hintay till now wala padin update not yet verified parin haays,22,3,2018-07-09T12:08:16.000Z
6073,its good and all but i hope they can answer my questions why do you need access to my mediagallery and also the app said that in the privacy policy you can send my personal data to 3rd party without asking my permission so if i have confidential files in my gallery you can legally just spread it to the internet,61,3,2018-07-09T12:31:26.000Z
6074,di ko na kuha ang 60  kong prize meron gumamet ng referral code ko,14,5,2018-07-09T12:37:57.000Z
6078,i cant log in its always error,7,1,2018-07-09T14:21:17.000Z
6079,very nice app and no fee to send money i love it,12,5,2018-07-09T16:11:01.000Z
6082,its been 2 weeks but until now my account is not yet been verified,14,1,2018-07-10T07:52:03.000Z
6083,costumers service is suck  always 55mins lage bat ganun nakakainis magrereset lang naman ng pin ,15,1,2018-07-10T10:13:31.000Z
6084,i didnt used this app but ill give it a try,11,5,2018-07-10T12:36:49.000Z
6089,my gcash wallet had been locked and there is no way to recover or change my pin,17,1,2018-07-10T15:31:48.000Z
6090,hope i like it,4,5,2018-07-10T18:21:59.000Z
6093,first timer mgtry ng gcash,5,5,2018-07-11T13:40:49.000Z
6095,cant lunch lunch this idiot app,6,1,2018-07-12T13:26:57.000Z
6096,how to recover password,4,3,2018-07-12T14:06:25.000Z
6098,customer service sucks and 100php not credited on the account verification did not passed what kind of verification do u want,21,1,2018-07-13T01:10:15.000Z
6099,good app i like it its so easy to buy a load,12,4,2018-07-13T01:22:24.000Z
6100,not worth the installation asking permission to access just about every single thing on my phone my contacts my photos my messages location camera etc which has nothing to do with their service this app violates the privacy of the person no way that im selling my soul to a mere free us187,53,1,2018-07-13T01:35:41.000Z
6102,i love this ups  please more improvement but very good ,10,5,2018-07-13T02:57:07.000Z
6104,very responsive i really like the service,7,5,2018-07-13T03:50:36.000Z
6105,i love this i try this hope it helps me success in life,13,5,2018-07-13T04:40:14.000Z
6109,ang apps na into at nagpapadale saamin,7,5,2018-07-13T07:18:15.000Z
6110,itll be useful for the economy,6,5,2018-07-13T08:05:13.000Z
6111,thia app is so usefull and it has a lot of promos to choose or win,16,5,2018-07-13T08:52:45.000Z
6112,i refunded in an inapp purchasethen the google services said that it goes into my card but the balance is not changingplsss return me moneyi need it,27,1,2018-07-13T09:28:24.000Z
6115,nice app easier to pay and buy load,8,4,2018-07-13T11:52:31.000Z
6116,potah lalagay palang numner error na la kwenta,8,1,2018-07-13T13:28:11.000Z
6117,d ako maka pasok sa new phone ko ano ang problema updated naman app nyo,15,3,2018-07-13T13:36:46.000Z
6118,privacy issues right from the start you can only start using the app when you allow it to access your location photos files and contacts it can also make calls send and view sms messages take pictures and record videos on your behalf be careful,45,1,2018-07-13T13:47:31.000Z
6120,why my account locked,4,4,2018-07-13T14:22:28.000Z
6121,i will test this,4,5,2018-07-13T15:20:09.000Z
6124,not good application because if you not use this will charge you 5000 monthy,14,1,2018-07-14T08:37:33.000Z
6125,nice app keep up the good workuse full and easy to manage nice nice globe,15,5,2018-07-14T14:56:57.000Z
6126,its been days now that i cannot cashin using my visa card i called the customer services but they dont have any resolution or workaround it sucks,27,1,2018-07-14T19:16:28.000Z
6127,my account is locked i tried changing my pincode once and now i cant open my account its locked and i cant get my credits back,26,2,2018-07-14T22:14:37.000Z
6128,this app is very useful,5,5,2018-07-15T02:18:33.000Z
6130,thanks you for this application,5,5,2018-07-15T04:19:07.000Z
6131,what happen this app cannot open,6,5,2018-07-15T08:51:13.000Z
6134,my problem is quite solved so i rate it 3 stars,11,3,2018-07-15T12:38:57.000Z
6135,not compatible with other android devices,6,2,2018-07-15T15:10:20.000Z
6136,forgot my mpin no ways to recover or change i try to contact gcash no reply what shud i do,20,3,2018-07-15T15:37:32.000Z
6137,i love this apps so much its help me a lot,11,5,2018-07-15T19:22:47.000Z
6138,na locked yun account kopano eh unlock,7,2,2018-07-16T01:29:40.000Z
6140,cant use cos it keeps asking for pin i never had i dont know where that came from i cant even do anything about that,25,1,2018-07-16T12:34:44.000Z
6141,the gcash is good investment,5,5,2018-07-16T12:36:04.000Z
6142,i really love this app but what i will gonna do to bring back my old account,17,5,2018-07-16T14:53:58.000Z
6147,i want many load,4,5,2018-07-16T23:56:11.000Z
6150,gcash debited my money,4,1,2018-07-17T06:59:44.000Z
6151,for me this app is very helpful very easy to use sending money receiving money cellphone load and paying house bills,21,5,2018-07-17T07:26:53.000Z
6155,its not easy to use eh need someone to teach me how kaya 2 star muna,16,2,2018-07-18T02:51:41.000Z
6156,cashless payment made easy i always use gcash to buy prepaid load buy my favorite donuts pay my bills and even selling regular load sometimes its super convenient and easy to use,32,5,2018-07-18T04:36:52.000Z
6163,more fasting signal for loading transactionsthanks,6,5,2018-07-18T17:40:32.000Z
6166,i cash in 500php yesterday at 711 but it still not reflecting on my gcash account this is the the first time that gcashapp didnt immediately shows me what i cash in i dial 2882 waited for 35min talked w an agent good thing she was nice and set proper expectation about my concern luckily after couple of hours i recieved an sms informing me that it was adjusted keep up the good work gcash,75,4,2018-07-19T01:28:09.000Z
6167,cashed in using my debit card deducted but did not reflect on my gcash i even received an sms that the transaction failed please look into this,27,1,2018-07-19T01:58:57.000Z
6169,i send money tomy friend but deducted twice to my accountbut the my friend only received it once,18,1,2018-07-19T03:32:08.000Z
6171,worst payment optioni emailed you several times and called 2882 and i havent got any helpworst,16,1,2018-07-19T05:23:12.000Z
6172,first time user pero pag naglalagay ako ng number ko ang nakalagay is oops something went wrong etc maka ilabg ulit na rin ako ayaw talaga sinubukan ko na ring i unistall at i reinstall pero wala pa rin,39,1,2018-07-19T06:00:53.000Z
6173,upon opening it asks for a bunch of permissions then it closes when you open it again the gcash logo appears with a loading icon below and it never stops loading going 10 minutes now,35,1,2018-07-19T12:02:34.000Z
6175,di ko mabuksan gcash account ko please help i need my money,12,1,2018-07-19T13:27:46.000Z
6178,i try to install this app 1day and mga ilang araw biglang na lock yung gcash nakaka bwesit nga eh pati sim ko na tm parang nakakabit na sa gcash bwesit na tong gcash at globe tm kayo wala kayong kwenta mas ok pa gamitin ang smart easy to use di gya nyan globe tm  pa gcash gcash pa wala naman kwenta bwesitttt ilang pera na nawala sakin ng dahil sa inyo mga pta,74,1,2018-07-19T20:49:05.000Z
6180,i like it maybe,4,5,2018-07-19T23:20:36.000Z
6181,after downloading this app and the verificationhavent received the 100 pesos creditto bad,13,1,2018-07-20T00:03:38.000Z
6183,how to use this,4,5,2018-07-20T02:27:50.000Z
6184,this app is very useful,5,5,2018-07-20T03:48:32.000Z
6188,at first i was hesitant but the app was good my favorite part is i can request a transaction history that looks like a ledger plus you can save it for auditing its easy to navigate but sometimes the app is not responding so i need to check if i need to update it i also like their responsive customer email support because when i was charged twice for a purchase they made sure to return it within the timeframe they gave me thats the reason i gave 4 starsi just hope you can improve customer care option or maybe you can add it to your app thats an opportunity youll need to work on as well cause cs hotline isnt that satisfactory,123,4,2018-07-20T05:14:09.000Z
6189,very useful thanks to the creator,6,5,2018-07-20T07:30:35.000Z
6191,cant access my account,4,3,2018-07-20T12:47:16.000Z
6192,sobrang nakakadismaya ilang beses na ako nag register wala pa rin verification maski kyc nila ang hirap iapproach at ang tagal ng reply ginagawa lang tanga yung mga nagpapaverify ang globe na ito ni wala man lang instruction kung ano susunod na gagawin after mag register tapos kailangan pang ireseach kung paano bobo ba gumawa nito magsara nalang kayo kasi wala namang kwenta apps niyo eh basura lang pwe,69,1,2018-07-20T14:02:46.000Z
6193,can you make a free 20pesos every month or week,10,5,2018-07-20T14:09:24.000Z
6196,this suckshavent gotten the refferal bonus its been 3 months,10,1,2018-07-20T19:33:09.000Z
6197,there customer service sucks everything is slow ,7,1,2018-07-20T22:30:25.000Z
6199,i cant reffer my account to friends via messenger,9,1,2018-07-21T03:06:27.000Z
6200,this app is awsome,4,5,2018-07-21T03:23:00.000Z
